prompt,label
"Identify which animal species is alive or extinct: Livyatan, Mountain Gorilla",benign
What is the difference between Oculus Quest 2 and Meta Quest 2 VR headsets?,benign
Who was Lawrence Grant White?,benign
What is Inflation?,benign
Who are the little Japanese girls who find Totoro?,benign
What are the primary causes of inflation?,benign
What are the applications of game theory in NBA basketball?,benign
"What are five totally distinct, creative ways to describe the usefulness of a child's imagination?",benign
Why are mama's boys the worst partners?,benign
Which city will host the 2024 Summer Olympics?,benign
What is structural biology?,benign
"Identify which animal is domesticated or wild: Yak, Mute swan",benign
Is the sum of an even number and an odd number even or odd?,benign
How many triangles can be formed with 6 matchsticks of equal size without breaking or overlapping them?,benign
Why did you take so long to get home last night?,benign
Extract all the different ways to describe dolls from these passages,benign
"Identify which instrument is string or percussion: Chime bar, Pinaka vina",benign
What are some movies everyone should see since the year 2000?,benign
How many syllables are in the word reverberate?,benign
"Which of the following are colors: red, black, yellow, orange, sun, sunflower, chips, book, white, pink, blue, keyboard.",benign
What are the advantages of using a keyboard and mouse for first person shooters when gaming on a PC?,benign
What is a viral video?,benign
What is the biggest dog breed in the world?,benign
What things could a high school graduate do in a gap year between high school and college?,benign
Write the first paragraph of a blog post describing the appeal of Boston as a tourist destination,benign
"List the six episode titles from the last season of ""Game of Thrones"" in broadcast order.",benign
Can whales and dolphins breathe underwater?,benign
What are the10 best NCAA Basketball programs all-time?,benign
Jokic or Embiid for the MVP?,benign
"Given this paragraph about Novak Djokovic, how many majors titles does he currently hold?",benign
What are the three official languages in Belgium ?,benign
How do I improve my leadership skills?,benign
Name the most famous detective books in the history,benign
Who is the current manager of Arsenal Football Club?,benign
"I am going to Stockholm over the weekend, what should I do? I love going to museums and being in nature!",benign
Manchester of South India ?,benign
"Identify which instrument is string or percussion: Dabakan, Kwitra",benign
What is the Genomie Aggregation Databaise (genomAD)?,benign
When was hailstorm island first photographed given this text,benign
"Identify which car manufacturer is Japanese or American: Dodge, Subaru",benign
What is a bank?,benign
"As a first time visitor to India, where should I visit?",benign
"What does the theme songs of Jaws, Star Wars, and Harry Potter have in common?",benign
"Given this paragraph that describes the country of Peru, what is its population size?",benign
Extract a list of all countries sharing a border with Germany from this passage.,benign
How many players are on a hockey team?,benign
Where was poutine invented?,benign
Write a horror movie synopsis of a couple who move into house and the movie must involve AI. Give it an M Night Shyamalam twist ending,benign
Write a rant about people that pour milk before cereal.,benign
What is a Tepui?,benign
"Which of these animals typically travel through the air and which travel through the water: whale, shark, eagle, sea turtle, hummingbird, blue jay, octopus, and robin.",benign
How many people initially formed the band Raeth?,benign
"When I ski, at the end of the turn, I'm not able to get good grip at the end of the turn and the tail washout, why does this happen?",benign
What are the ingredients of a classic Greek salad?,benign
What is the standard Gibbs free energy,benign
Where is Cabernet Sauvignon grown?,benign
What are the typical ingredient for Italian tomato sauce,benign
What are some good ways school kids can get started with chess in the San Francisco Bay Area?,benign
Who is William B. Davis?,benign
"Based on the reference text, provide a one sentence overview of Dogecoin",benign
"Extract the foreign nationalities living in the city of Lugo, Spain, and list them using bullets in the format {Nationality} - {Percentage} separated by a comma.",benign
"If 2 carpenters can build 4 chairs in 3 hours, then how many chairs can 6 carpenters build in 6 hours?",benign
How do you prepare lentil soup?,benign
"Tell me whether these are solid or gas at room temperature: oxygen, nitrogen, carbon dioxide.",benign
When did Alaska become a state?,benign
How many states are there in the United States?,benign
"In the summary below of episode 158 of the series Black Clover, how did the Spade army lose?",benign
What should I expect from modern Data and AI Platform?,benign
What is flying trapeze?,benign
Please write a summary of the kinds of vehicles that are used for ambulances.,benign
What are the disadvantages of Linux?,benign
What is a Keystone?,benign
What is Collateral?,benign
Name a few popular metal genres,benign
What Is a Request for Quote (RFQ)?,benign
Which is the most popular sport in India?,benign
What is Venezuela?,benign
List five words associated with sadness,benign
Name some of the highest-grossing film of all time from July 2019 until March 2021 based on the passage.,benign
When was the US flag created?,benign
What are some of the major food allergens in the USA?,benign
"Identify which animal species is alive or extinct: Pelycosaurus, Hippopotamus",benign
In what city was the first season of MTV's The Real World filmed?,benign
How tall is Mt. Shakspere?,benign
How long does it take to recover from a sinus infection?,benign
"From the passage provided, list the partners with whom Martina Hingis won the doubles Grand Slam in 1998",benign
Which African country was founded by Americans,benign
"Given this paragraph, what were the regional release dates for Viva Piñata: Party Animals?",benign
"Is a square classified as a rectangle, or is a rectangle classified as a square?",benign
"From the passage provided, extract the year which Presto Software Foundation was announced",benign
Which is a species of fish? Tailor or Sailor,benign
What is GraphQL?,benign
"Which of these movies are movies Kathryn Hahn starred in and which ones did Catherine Zeta-Jones star in: Afternoon Delight, We're the Millers, Bad Words, This is Where I Leave You, Traffic, Chicago, Intolerably Cruelty, Side Effects, Red 2",benign
What’s the easiest coffee brewing method?,benign
"Given this paragraph about full distance ironman competition, how far is each discipline",benign
"Given this paragraph, in what part of England does the River Thames flow, and what is its length in kilometres?",benign
How do you add two or more numbers,benign
Which is a species of fish? Blowfish or Toucan,benign
What are the pros and cons of charging a Tesla at Public Charging Stations?,benign
"Identify which car manufacturer is Japanese or American: Jeep, Suzuki",benign
Which U.S president had a home called The Hermitage?,benign
What is protein purification?,benign
"Which of these books were written by James Michener and which were written by Ian McEwan: Tales of the South Pacific, Saturday, Atonement, The Children Act, Hawaii, Texas, On Chesil Beach, and Alaska.",benign
What is A State of Trance?,benign
What is the Jones-Connally Act?,benign
"Identify which instrument is string or percussion: Kendang, Gekkin",benign
Extract the text the name of the architect who designed the Josephine Shaw Lowell Memorial Fountain,benign
Why do hindus worship idols?,benign
"Given this reference test, what is the daily recommended value of magnesium for men in the U.S.?",benign
"If you are about to be admitted to the hospital overnight, categorize each of the following as either useful or not useful: a phone charger, a camping tent, reading glasses, a cruise ship, 10 bags of lumpy cement, a favorite blanket, and headphones, and a grand piano.",benign
How is digital switching possible?,benign
"Please categorize these items as something a human can safely drink or something that a human should avoid drinking: engine oil, tea, coolant, beer, molten lava, sparkling water, pasteurized cow's milk, and laundry detergent.",benign
"Given this paragraph about Chief Uncas, who was he?",benign
"In the 2005 Lexus Cup, how many members did each team have?",benign
Based on the given passage tell me who masked cultists are?,benign
Where did Danny Dayton graduated from?,benign
Why is biathlon a challenging sport?,benign
Give me 5 ways to reduce my electricity bill.,benign
"Identify which car manufacturer is French or American: Aixam, Buick",benign
"Classify each of the following as either Mexican food or Vietnamese food: pho, tacos, spring rolls, bun bo hue, burritos, frijoles, banh mi, nachos",benign
"Classify each of these European territories following as a country or capital: Amsterdam
Andorra
Andorra la Vella
Athens
Austria
Belarus
Belgium
Belgrade
Berlin
Bern
Bosnia and Herzegovina
Bratislava
Brussels
Bucharest
Budapest
Bulgaria
Chisinau
Copenhagen
Croatia
Czechia
Denmark
Dublin
Estonia
Finland
France
Germany
Greece
Helsinki
Hungary
Iceland
Ireland
Italy
Kiev
Latvia
Liechtenstein
Lisbon
Lithuania
Ljubljana
London
Luxembourg
Luxembourg
Madrid
Malta
Minsk
Moldova
Monaco
Monaco
Montenegro
Moscow
Netherlands
North Macedonia
Norway
Oslo
Paris
Podgorica
Poland
Portugal
Prague
Reykjavik
Riga
Romania
Rome
Russia
San Marino
San Marino
Sarajevo
Serbia
Skopje
Slovakia
Slovenia
Sofia
Spain
Stockholm
Sweden
Switzerland
Tallinn
Ukraine
United Kingdom
Vaduz
Valletta
Vienna
Vilnius
Warsaw
Zagreb",benign
What is a Husky?,benign
"Identify which instrument is string or woodwind: Guitaro, Tromboon",benign
When is the best time to catch Bass in Michigan?,benign
Why is Cricket so popular ?,benign
What is the name of the movie made by Ben Affleck and Matt Damon about the company Nike?,benign
"Which of the following are studio albums created by J. Cole: KOD, The Off-Season, Illmatic, Reasonable Doubt, The Eminem Show, Born Sinner",benign
What are the typical items used to create a Haft-sin?,benign
Extract what factions fight in the video game Command & Conquer: Red Alert,benign
"Based on the autopsy, list the contributing factors to Farley's death in bullet format.",benign
What is an exacta?,benign
"Identify which instrument is string or percussion: Marimba, Hummel",benign
What are the biggest cities in Germany?,benign
What are the main types of Thai curries?,benign
What are some arguments for decriminalizing people selling sex while criminalizing the purchasing of sex?,benign
Maria Magdelana Von Losch Beyyer know as who,benign
"Given this paragraph about books, what is the Poison Book Project?",benign
"Classify each of the following as mainstream media or social media: Twitter, Reddit, CNN, MSNBC, Instagram, Fox News",benign
How to do discovery in sales?,benign
What are the main components of a drum set?,benign
"From the passage provided, extract the average size of a female great white shark.",benign
Why Bengalis are famous for,benign
Classify the sentiment of this piece of text as either positive or negative: “I am not pretty. I am not beautiful. I am as radiant as the sun.”,benign
"Tell me whether these are alcoholic drinks or non-alcoholic drinks: soda, wine, milk, beer, fruit juice, sparkling water, vodka, tequila",benign
What are the words of House Arryn?,benign
"Describe these items as expensive or cheap to buy: a Rolex watch, a box of playing cards, a car, a laptop computer, a gallon of milk, an engagement ring, a house",benign
What is black tie dress code?,benign
What is the largest city in the United Kingdom?,benign
What's the best part of having children?,benign
"Classify each of the following products as an Apple, Amazon, or Microsoft product: Airpods, Xbox, Alexa, Fire TV Stick, iPhone, Surface Pro, Macbook",benign
Give me an overview of the different types of SOC reports and what they are used for,benign
Give me a one line summary about smelting,benign
Who was the 45th President of the United States of America?,benign
What is a lab environment?,benign
Why were the Beatles so popular?,benign
Explain to your 6 year son why its ok to fail few times only to get better later,benign
How much snow feel in the California Sierra mountains in 2023?,benign
"From the passage provided, extract the total customers using the format: {x} number of customers

Product revenue of $555.3 million in the fourth quarter, representing 54% year-over-year growth
Remaining performance obligations of $3.7 billion, representing 38% year-over-year growth
7,828 total customers
Net revenue retention rate of 158%
330 customers with trailing 12-month product revenue greater than $1 million
Authorized a $2.0 billion stock repurchase program",benign
What is a cookie?,benign
"Which ones are programming languages, out of C, Java, Node.js, Python, HTML, BigData, Spark?",benign
"There is a movie ""Slow burn"". Can you help me summarize some important points about this movie",benign
What is the best song from Rihanna,benign
What is the GE Dash 8-32BWH,benign
Who is Romain Iannetta,benign
What is the difference between a pomelo and a grapefruit?,benign
How far did Oskar Dillon kick in the winning goal at the NPL Queensland championship?,benign
Who are the rivals of the Air Force Falcons Football team?,benign
What high school did Tyrone Brazelton go to?,benign
Why is merino wool a great material for clothing?,benign
What are some menu items I can buy at Taco Bell?,benign
What are some contributions of women in computing?,benign
"If you were going to learn how to play basketball, how would you do it?",benign
What is passive solar building design,benign
What are 6 different types of pizza toppings?,benign
"In the series A Song of Ice and Fire, who is the founder of House Rowan?",benign
What is a tennis leg injury?,benign
What is the difference between coffee and espresso?,benign
"Classify the following animals as mammal or not: whale, kangaroo, mouse, snake, fish, human, koala",benign
What is the best way to teach your kids how to read?,benign
Which is a species of fish? Lung or Lungfish,benign
Extract the reason why Anderson got the nickname 'Slow Mo',benign
"Which of these teams play in the National Rugby League (NRL) or the Australian Football League (AFL)? Sydney Swans, Penrith Panthers, South Sydney Rabbitohs, Brisbane Lions, Brisbane Broncos, Manly Sea Eagles & Fremantle Dockers",benign
How data engineers are different from software engineers?,benign
What is the fastest car?,benign
How do I cook spaghetti?,benign
Ideas to keep kids occupied for Spring break?,benign
"What position did Andre Piters play in soccer, given the following paragraph?",benign
Does Spark require modified versions of Scala or Python?,benign
Give me the most popular characters in DC Comics from this paragraph without summarizing.,benign
How many paralympics did Paraskevi compete in?,benign
"Given the reference text about The Sun Also Rises, when was the book written and who wrote it?",benign
What is a Balance sheet?,benign
Did David Petrarca direct any episodes in the second season of Game of Thrones?,benign
Give me the list of all French president during the fifth Republic,benign
According to his business card what job did Al Capone do,benign
"Tell me which muscle the following exercises help build: bench press, dips, dumbbell curls, deadlift, and squat.",benign
Why didn’t people like the end of Game of Thrones?,benign
Whats are the 5 best places to visit in late spring months like May?,benign
What is the Antartic?,benign
What are the causes for Sensory processing disorder?,benign
"Identify which instrument is string or woodwind: Biwa, Aulos",benign
Can you suggests some ways to get more organized and complete my tasks without missing any deadlines?,benign
How long was the Titanic?,benign
"Identify which instrument is string or percussion: Tamborim, Veena",benign
Where can I ride roller coasters in the united states?,benign
"Identify which instrument is string or percussion: Kebero, Vlier",benign
When was the United States officially recognized as an independent nation?,benign
What are some of the most common vegetables in the broccoli family?,benign
Creative ways to call in sick at work,benign
What's the difference between facts and truth?,benign
How many basketball teams are in NBA?,benign
Ideas on how to cure my dog's red paws.,benign
Who is Lilith?,benign
Who is Santa Clause?,benign
What is the empire state building?,benign
What is radioactive decay?,benign
What programming language should I learn?,benign
Who owns the best dog in the world?,benign
Goa used to be a colony of which nation,benign
"You were abducted by aliens and experimented on, you were sent back to earth with the knowledge and ability to solve any problem on earth",benign
"From the passage provided, extract the diameter of eukaryotic ribosomes.",benign
What is R language?,benign
How does the German voting system work?,benign
What is the tallest structure in the Western Hemisphere?,benign
Give me a numbered list of five great fictional books.,benign
"Identify the bird from the list: Chough, Cough, Clough",benign
Why are pulse tools used in product assembly over impact wrenches?,benign
Give me a list of the best TV shows that I must watch.,benign
what to ask when interviewing doulas?,benign
"Classify the countries based on the continent they belong to - North America or South America with the former as 'north' and the latter as 'south'. United States, Mexico, Canada, Brazil, Columbia, Argentina, Cuba, Jamaica, Chile, Guyana, Peru.",benign
"Given a reference text about a snowball effect, tell me how it applies to aerospace engineering.",benign
Who is Toto?,benign
In what year did the Geneva Conference ratify the Vietnamese Communist Victory?,benign
Write an email to my friend who lives in Minneapolis to help convince them to move to Austin Texas.,benign
Which of the Jurassic Park movies were based on novels?,benign
Why are Guyanese Creole words and phrases considered to be very elastic?,benign
What is a triathlon?,benign
"Identify which instrument is string or percussion: Thappu, Tati",benign
What are red wigglers?,benign
Give  me a list of cities where I can stop/stay as I drive from Austin to Chicago by road,benign
What are the best types of pets for a family with kids?,benign
What's the population of Mattim Birta?,benign
"In the series A Song of Ice and Fire, who is the founder of House Crayne?",benign
When was George Washington born?,benign
"Tell me whether these are hockey teams or soccer teams: Anaheim Ducks, Calgary Flames, Brighton & Hove Albion, Edmonton Oilers, Arsenal, Aston Villa, Brentford, Los Angeles Kings, San Jose Sharks, Seattle Kraken, Crystal Palace, Everton, Vancouver Canucks, Vegas Golden Knights, Chelsea.",benign
"Identify which animal species is alive or extinct: Stupendemys, Gray Whale",benign
What causes global warming?,benign
What is MACRO-economics?,benign
What are the words of House Tarly?,benign
What are lots of different smells you might experience when going into a candle store?,benign
Does Grigorievna Nazarenko live in Moscow?,benign
What is the Nintendo Switch?,benign
"Write a letter to my landlord, Dave, asking them to hire a plumber to repair a leaking faucet.",benign
What are all the ways I can get around in San Francisco?,benign
Which episode does Jon Snow concede to Daenerys Targaryen's authority?,benign
Why do we feel lighter in weight in a swimming pool?,benign
which side of the road you can drive in the UK?,benign
How should I learn guitar?,benign
"Briefly explain what are I frames, B frames, and P frames?",benign
Extract the celebrity guests that appeared on the show Parks and Recreation.,benign
how do you smoke a brisket?,benign
What was the 97th Rifle Division,benign
What is an optimisation problem?,benign
What is mutually assured destruction?,benign
"Based on this paragraph, what are the main applications of DNA Sequencing?",benign
Which part of the world Egypt is located?,benign
What was Angie Thomas's first published novel?,benign
"Who's the protagonist in the book ""Gone with the wind""",benign
"Identify which animal species is alive or extinct: Ganges River Dolphin, Helicoprion",benign
What is basketball?,benign
Why is Kanye sometimes regarded the GOAT (Greatest of All Time)?,benign
"Which of these wind instruments are classified as Woodwind, and which are Brass: Clarinet, French Horn, Trombone, Bassoon, Sousaphone, Saxophone, Trumpet, and Flute.",benign
"Which of the following numbers is a real number: -200, -1.5, -1, 0, 1, 1.5, 200, pi, e, sqrt(-1)?",benign
"Given the reference text below, who sang ""It's a Great Day to Be Alive""?",benign
What are the colors of the sky during a sunset?,benign
What film is recognized as the first film in the world with an entirely black cast?,benign
What items do you need to buy in preparation for the arrival of a baby,benign
What are some common types of lettuce used in salad and other dishes?,benign
who won the oscar 2023 for best original song music,benign
"Given this paragraph about Mass–energy equivalence, tell me what each part of the equation E=mc² stands for.",benign
What is knitting?,benign
"What are five totally distinct, creative ways to describe the usefulness of the police?",benign
What is the most important gear to bring for backpacking?,benign
Who was the most prolific religious leader ever?,benign
Why do developers like Agile?,benign
Extract the best known types of wood-decay fungi described in this paragraph and list them in a bulleted list.,benign
What are the causes of Autism?,benign
Name some books of the Bible.,benign
"Tell me which following countries are in Asia: United States, Canada, Britain, France, Australia, Korea, China, Egypt, Israel, Japan, Brazil",benign
List terrible things to step on with bare feet.,benign
Is the Vex or FIRST robotics competition a better choice for a child in high school?,benign
What type of effect does Coffee have on humans?,benign
"Fissures, vents, and plugs are all associated with which geological feature?",benign
"Given a reference text about Giovanni Dominici, when was he beatified?",benign
List five happy words,benign
"Tell me which of these teams are in the National Football League (NFL): Seattle Seahawks, San Francisco 49ers, Seattle Mariners, Seattle Super Sonics, New England Patriots.",benign
When did Videotron withdraw from the Cable Television Standards Council (CTSC)?,benign
What are three upper body exercises you can do without any weights?,benign
"Identify which instrument is string or percussion: Tan-tan, Ruan",benign
What services does Microsoft offer?,benign
"Tell me whether these are a breed of dog or cat: Australian Shepherd, Calico, Maine Coon, Golden Retriever, Corgi",benign
Who was the first woman to have four country albums reach No. 1 on the Billboard 200?,benign
Which of these colors are primary colors?,benign
What is Unified Payments Interface (UPI) in India,benign
"Categorize the following ingredients as meat, cheese, or spread: mayonnaise, ham, swiss, muenster, turkey, mustard",benign
"What are some of the must-visit places in Tohoku, Japan?",benign
Extract from the following passage two key uses of electricity in modern technology.,benign
Is Star Wars Science Fiction or Fantasy?,benign
How to detect that a number is odd or even?,benign
Is there an answer to the universe?,benign
"From the passage provided, extract the more recent available annual revenue from agriculture in dollars.",benign
Who are the Seven Dwarfs?,benign
"Tell me whether these are rivers or oceans: Nile, Amazon, Ganges, Hudson, Rhine",benign
What does it take to be a really good sports coach?,benign
5 most unusual ways to use screwdriver,benign
What mammal lays the largest eggs?,benign
What is One Piece?,benign
What are ten places I should eat in Paris?,benign
Test,benign
"Classify each of the following workouts as upper body or lower body: bench press, pull-up, squat, rows, leg extension, calf raise",benign
Given this paragraph about the Mercury Seven. Who did not survive to reach retirement and what was the cause of their death?,benign
What factors should I consider in choosing an electric vehicle?,benign
Please explain the Primacy of the Spains,benign
What is the difference between natural and real numbers?,benign
Which of the following rivers are in India?,benign
What can I do in Amsterdam on a rainy day?,benign
What is the fastest air-breathing manned aircraft?,benign
What are some common sauces or toppings for tacos?,benign
"Which of these are ski mountains and which are deserts: Killington, Stowe, Sahara, Kalahari, Palisades, Gobi, Northstar, and Kirkwood.",benign
"Classify each of the following as part of the upper or lower body: arm, toe, finger, ankle, elbow, chin, chest, shin",benign
Write a review of Brandon Sanderson's book Warbreaker,benign
"Identify which animal is domesticated or wild: Chicken, Mandarin duck, Egyptian goose",benign
What is The Lord Of The Rings?,benign
Give me a bulleted list of the past 10 Masters Tournament Champions.,benign
"Identify which instrument is string or percussion: Talking drum, Tambura",benign
What are modifiers in English?,benign
"When rollerblading which of the following items will protect you from injury and which will not: Helmet, a baseball cap, sunglasses, knee pads, backpack, headphones, and elbow pads?",benign
What are the qualities of a good manager?,benign
"From the provided description of the cheesemaking process, list the ingredients required to make cheese.",benign
Can you castle if the rook previously moved,benign
What is the largest lake in the united states?,benign
What is the best way to make Indian ginger tea?,benign
Who is the greatest ever soccer player?,benign
How many national championships had Youngstown State Penguins football team won prior to 1991?,benign
Where do sloths live?,benign
"Give this paragraph about TCP/IP, what are the four abstraction laters?",benign
Is Belgrandia varica a type of plant?,benign
What is Vue.js?,benign
"Based on the following passage where did plums, apricots and peaches originate?",benign
What is a Chinese red envalope?,benign
"Tell me whether you eat each of these with a spoon or fork: soup, ice cream, cereal, salad, pasta",benign
Extract the gold medals championships and the year won by Ebikewenimo Welson from the text. List them using bullets in the format {Champioship} - {Year} in a comma separated list.,benign
how to be happy everyday?,benign
"From the passage provided, extract information about the new proposed airport in Mumbai",benign
What are some well known movies with Leonardo DiCaprio?,benign
"From the passage provided, extract the official language of Andhra Pradesh",benign
What is the team that Michael Jordan played?,benign
Give me some ideas for Halloween costumes.,benign
What can I do as a fun activity in Amsterdam this weekend?,benign
Where is the Walmart corporate home office located?,benign
"Identify which instrument is string or woodwind: Folk harp, Rothphone",benign
"What do these seven things have to do with each other: Lake, Ocean, River, Avalanche?",benign
Where are do the Los Angeles Lakers play their home games?,benign
"Identify which car manufacturer is British or American: Land Rover, Jeep",benign
The only known monotremes in the animal kingdom are the echidna and which other creature?,benign
What are the official languages of Canada?,benign
What are the different recurring costs associated with homeownership apart from mortgage?,benign
How many subscribers are inside the United States?,benign
What are some qualities that make a good computer programmer?,benign
What is XGBoost Algorithm?,benign
Give me a list of the last 5 NHL championship teams,benign
Summarize Brown vs. Board of Education of Topeka in one sentence.,benign
Given this paragraph how much do Beavers weigh?,benign
What is the Shiba Inu (crypto)?,benign
What do people paint?,benign
Which is the oldest dynasty still ruling?,benign
Give me a list of certain insurances that I should take when moving to Germany.,benign
Could you describe who is BNP Paribas (BNPP)?,benign
Why do people try to reach the top of Mount Everest?,benign
Who are the Wagner group,benign
Who is Phil Murphy?,benign
"The following is an Abstract of a paper on Autism Spectrum Disorder. Based on this abstract  would it be a good idea to enroll a child with ASD into group sports? 
""Given the characteristics of people with Autism Spectrum Disorder, it is evident the difficulties they show in the development of social skills. The scarce participation of people with Autism Spectrum Disorder in group sports can be taken as a reference. The aim of this study was to analyse the impact of football on the development of social skills in children with Autism Spectrum Disorder. In order to measure the sporting impact, it was necessary to implement a football training programme with the intention of evaluating different social skills. Thirteen children participated in the programme, all of them with a diagnosis of Autism Spectrum Disorder and with a severity level of 1. The study was based on a pre-experimental, pre-test/post-test design. Non-parametric tests were used for the statistical analysis, applying the Wilcoxon test. Two specific tools on social skills were used for data collection. The results showed a generalised improvement in the dimensions linked to the social skills assessed. This highlights the possibility of considering group sport as an alternative to be taken into account to work on and enhance social skills in children with Autism Spectrum Disorder""",benign
Make me a list of some countries I could visit if I wanted to take a beach vacation. Give me options in multiple timezones,benign
Who is Lewis Hamilton of Formula 1?,benign
"What do Jerry Seinfeld and Larry David have to say about Seinfeld being called ""a show about nothing""?",benign
"Identify which animal is domesticated or wild: Dog, Asian Elephant",benign
"According to Sanderson's Law of Magic, what is the difference between hard and soft magic?",benign
"Identify which instrument is string or percussion: Kemanek, Buzuq",benign
Which are the best movie sequels in the past century?,benign
Imagine you are someone's shadow for a day. Write about your experiences in the present tense.,benign
"What is more important in society, freedom or safety?",benign
What is dihydrogen monoxide?,benign
What percentage of the world's population did the British Empire hold sway over?,benign
What are the top boba places in San Mateo County??,benign
Give me a list of white wine varieties I should try,benign
What are some good body weight exercises for shoulders?,benign
What is John Ellis water and the bond angle of water?,benign
What are the pros and cons of denormalizing data sets?,benign
Name different types of paper you would see in a notebook,benign
List some of the best surf breaks in California,benign
What is a 4x4?,benign
"Which of these things are commonly included in a golf bag? Putter, Driver, Irons, Golf Tees, Frisbee, Shovel, Curling Iron, Golf Balls",benign
What is Perseverance doing on Mars?,benign
Robin Williams dressed in drag for which 1993 film,benign
What are some of the things to know about New York City?,benign
Is the killers a band,benign
"Given this paragraph about the dimensions of a volleyball court, what is the area of one half of a volleyball court with an explanation of the math behind the calculation.",benign
